query_id,doc1_id,doc2_id
1002584,4108101,3582528
1002585,4950783,8582421
1002596,2723246,4726889
1002716,2206277,7259295
1002737,4970953,4027610
1002887,7805259,7572833
1002889,6838150,8724089
1002938,4544205,8772297
1002940,8120391,3992183
1002997,2272713,7258749
1003003,2021431,3329476
1003006,3552306,4721172
1003015,8228837,310510
1003114,6040682,866052
1003210,4377824,4701900
1003213,3584162,2231653
1003239,760976,6613121
1003277,469331,5093541
1003299,5936328,4201491
1003319,6357646,977488
1003329,3252036,7610714
1003334,4810461,2308589
1003351,8189485,2090573
1003359,5574883,7257726
1003445,4890005,4378863
1003481,6980757,5967370
1003482,1281695,603109
1003507,6886497,3634199
1003557,8020858,6736871
1003561,1215324,2629256
1003590,5312123,5312125
1003603,412022,1639469
1003695,2370091,7256935
1003831,436455,436451
1003849,2782797,8186094
1003875,970279,424769
1003880,5022249,5481439
1003884,4731395,6096377
1003973,7672919,6307637
1003997,3766334,7939483
1004167,7256225,1396085
1004191,7256143,5402206
1004199,4916815,8432238
1004228,2707499,3756284
1004233,7256070,2114401
1004240,6094980,6094977
1004243,7255969,2188959
1004254,2553768,6845714
1004322,6978398,734643
1004493,2534531,3844796
1004921,7286475,4666440
1004940,6626251,6626252
1004949,6593613,6351093
1005113,6163554,6159537
1005131,7255023,8511721
1005163,6670930,4439055
1005191,3217292,5961305
1005475,7838681,3549471
1005476,6217738,3705787
1005500,2618252,6126200
1005520,7393986,7393982
1005586,934959,934958
1005653,1636013,3202763
1005678,6916074,2692625
1005798,1589536,1889072
1005949,5933431,928941
1006000,788519,4501082
1006199,4017461,4698758
1006459,3676806,8685009
1006489,8766267,1031057
1006509,7253087,7253091
1006578,7430732,6634451
1006580,2603107,2603105
1006751,7252703,4643716
1006791,7883590,7252665
1006852,7029267,3810523
1006911,3551049,7252452
1006987,6326058,2070391
1007242,7939352,4607590
1007382,983839,7251891
1007550,7601231,6387173
1007606,3094146,4867074
1007628,4113080,1527368
1007673,7971649,349649
1007691,7251254,1909110
1007696,6011527,7251218
1007875,7558722,2806379
1007934,6914125,7251009
1007959,8546115,3162756
1007972,987148,3313086
1008208,1713843,1923403
1008515,198647,7250309
1008516,3068957,3518304
1008830,1666939,3626915
1008911,7249792,4174971
1008947,4454720,1809562
1008951,1054944,1588473
1008968,3534494,1490703
1008977,7083365,4735094
1008979,7249524,6093173
1009023,7249330,1907634
1009109,7764421,6840231
1009183,8267013,8817818
1009237,8316319,4825217
1009388,7248821,8409970
1009527,8700757,5314283
1009610,7248441,627416
1009668,4981664,5841485
1009695,4381556,7248366
1009724,7640920,3056473
1009742,643803,7885128
1009749,4869201,7248219
1009959,904889,8084189
1009961,5346091,4085050
1009994,8170549,7247938
1010048,3429079,1837663
1010057,1405201,4747921
1010059,7512053,3162314
1010151,7247656,7247655
1010173,150993,5199965
1010277,3680814,8012685
1010287,7754267,7096879
1010524,3476984,3770016
1010527,3770016,3476984
1010537,7787767,8753010
1010607,3128207,3866459
1010615,2039586,2039581
1010670,7247034,3028681
1011003,2526658,7876309
1011018,4359959,2053681
1011021,4668675,5100512
1011044,1374243,3148750
1011120,8537669,7246430
1011140,3604677,6107821
1011166,1779254,2132577
1011328,7668640,7245812
1011381,3651764,8183662
1011382,4385966,2795293
1011512,338891,2382109
1011529,7924322,8638658
1011618,7454933,2430884
1011663,6905208,195092
1011721,363742,8242036
1011811,847605,5136362
1011860,13973,5302298
1012026,4099320,2399227
1012328,3122876,2546609
1012329,2381144,2803184
1012464,8339344,5174409
1012547,2003442,7461006
1012780,5431686,6667996
1012865,4613311,6934482
1012866,5507189,8129488
1013114,3891855,2904231
1013229,6741420,7444375
1013267,5973537,768824
1013304,2798847,6671016
1013367,884858,1304022
1013424,3665355,8135225
1013492,1303766,6327482
1013570,1323096,7241958
1013579,5431683,5936828
1013592,2500676,6256599
1013615,6903041,8489383
1013797,8179282,429068
1013965,509825,2031420
1014115,3338293,6288177
1014132,6043246,5967671
1014210,3652237,1858653
1014242,7792225,6119856
1014264,5905154,1607636
1014884,4083422,329732
1014911,6298080,8565191
1015055,1720083,1167411
1015307,4509094,7240379
1015347,7844680,8648318
1015556,435621,8560180
1015641,5628584,7240024
1015766,5796764,5215805
1016013,6612923,3756236
1016015,7239766,1929649
1016154,6187359,7239631
1016254,5345890,2043017
1016406,5544359,5040701
1016460,7239316,6043184
1016547,2436992,7975251
1016565,7239175,3114494
1016583,2986718,7239133
1016676,7238811,5099740
1016703,7935834,7935836
1016790,6496758,691235
1016879,593868,5184796
1016915,8770032,5803747
1016943,7027737,3360402
1017204,5546629,6832903
1017276,6777382,6652012
1017348,4817713,5390924
1017476,6028072,6963328
1017498,6884071,7106871
1017524,5081103,5582215
1017529,7237572,4807400
1017537,1887938,8566443
1017605,7237410,7237414
1017692,7856844,142648
1017706,7083195,7237284
1017734,1406668,642889
1017773,5446671,7961045
1017775,749651,675663
1017830,7987462,3531750
1017892,4626321,3566779
1017952,170275,4620126
1017971,7562434,7237118
1018032,7236940,1992586
1018056,1367692,1169413
1018525,5173508,1699121
1018658,2704608,730796
1018807,3068232,5899687
1018918,5409920,5409922
1019179,868794,5129646
1019200,1117519,2945517
1019356,3442791,3442787
1019405,310789,5640398
1019414,3638646,2868800
1019433,4366853,4671342
1019470,4941050,4941046
1019602,1015930,317649
1019705,5319724,5857120
1019724,6951611,7838838
1019787,6662817,6244020
1019830,3667087,8019828
1020198,7233495,7233490
1020244,4553556,1987197
1020376,1197370,1197364
1020710,6704264,3370305
1020724,5092594,3563924
1020907,5851116,6225333
1020915,17063,5979559
1021053,7232243,6204256
1021065,3891977,6691176
1021170,6295081,7919703
1021241,7649791,4095737
1021277,3705472,4535700
1021318,7231969,190800
1021324,4509661,8424056
1021327,3003433,8197391
1021446,6841428,238384
1021532,2544700,2227786
1021554,2452267,5026228
1021605,7858001,7277751
1021639,7713994,7713998
1021679,2085219,5852340
1021682,7030140,7030135
1021695,7884805,1681792
1021797,3931862,3931863
1021900,8467808,951672
1021907,3512184,2824319
1021931,2996914,6067555
1021971,385553,3951977
1022022,7230746,7408031
1022124,3453184,5887058
1022132,2768599,840411
1022178,4673612,1556217
1022359,3764453,5953568
1022370,7230094,2938600
1022410,291494,3988734
1022442,2598,777661
1022577,7931311,7931310
1022620,7229779,751600
1022621,116021,2548583
1022630,8682010,3636815
1022712,3973230,291498
1022735,2183813,2477684
1022769,4464316,2995467
1022782,6176186,372931
1022832,7981629,8742014
1022907,5492858,7556441
1022911,3714604,3081728
1023025,3456478,7228988
1023363,7819889,1524569
1023782,8421547,3860906
1023838,1732452,4935855
1023850,4760096,7047890
1024034,6908029,5166779
1024069,1979907,834611
1024166,7227704,7227713
1024176,8027346,7866588
1024221,1801029,8595979
1024288,478823,3204857
1024300,7227479,7227483
1024305,4155582,3435257
1024528,5075460,580393
1024591,4867244,24542
1024592,1662040,532591
1024667,4037221,4726371
1024669,2689009,3798074
1024672,7468443,3769546
1024727,4509093,2160304
1024835,7226567,7226566
1024893,4336087,2334926
1024904,1122820,3981039
1024950,7904302,7904305
1025188,1729080,4737081
1025259,6117329,7531884
1025270,5457204,5096138
1025290,2280712,5348282
1025348,2753017,2349814
1025483,4591263,5939014
1025624,7225391,7225390
1025714,615645,8388359
1025801,5782019,111764
1025895,2445015,3708705
1025991,1889490,2695304
1026098,7833813,7833825
1026148,1194834,6527039
1026372,7818005,7952483
1026711,2337661,6618676
1026768,471444,6306691
1026775,7204606,8592338
1026799,3349522,3349518
1026991,5435686,7212338
1027178,7223169,6640402
1027209,3491900,5228346
1027373,2477105,1050655
1027650,7222759,4503564
1027669,6561913,891440
1027785,8032878,3812716
1027812,5234420,4123944
1027817,5063574,3312771
1027865,4571033,1583755
1027919,7222345,7732650
1028098,7224319,5439840
1028131,8462245,3028585
1028538,7221661,1606419
1028555,4240714,8262288
1028598,2201363,7221546
1028608,3524269,6134636
1028652,4765782,8796483
1028670,1661725,8833477
1028711,7221258,7221255
1028742,2693391,7829484
1028753,6792566,4795429
1028755,240391,240394
1028796,2720879,4912814
1029003,6787860,2477193
1029016,3324346,2377987
1029030,7815324,4131183
1029031,8095819,8095823
1029058,488871,703964
1029124,3739273,5886856
1029181,586600,7219802
1029402,2215327,5595985
1029492,1749003,1272178
1029544,4246030,2528453
1029552,7907659,8764319
1029617,4500624,4153336
1029681,7724274,7287250
1029694,205479,7969619
1029772,4337489,8026693
1029791,3283485,972873
1029908,1062985,4271076
1029909,8791445,7781681
1030176,7218058,7218065
1030215,5361132,4805887
1030230,1697916,5079983
1030271,6811319,2863397
1030324,7217871,4809268
1030378,875136,7217828
1030381,4238173,6168760
1030388,3642497,7217740
1030446,5308932,5308934
1030451,7217518,7217514
1030617,2390581,8799475
1030623,207366,419007
1030722,3844757,1908
1030823,8158874,7085399
1030924,5458956,5458957
1031032,4258977,2156317
1031033,4945609,92787
1031047,1187901,2800446
1031054,3935909,5019144
1031118,4452522,8776191
1031240,4119436,8017029
1031456,7917899,1801624
1031679,6675814,7215421
1031682,1690182,5748617
1031684,545215,7215382
1031861,5306399,6174383
1031909,5636613,7249945
1031976,6675686,7388059
1031999,7854865,4732731
1032011,4191200,4191199
1032019,2053279,3659749
1032156,7794800,359591
1032182,245414,4865725
1032198,7214524,1447763
1032281,1068304,2446583
1032341,3190691,44787
1032758,1349360,7867039
1032822,2408380,96672
1033007,7213201,7213203
1033092,5904195,7213082
1033205,7212849,2524069
1033250,8796493,7323839
1033296,7212633,2730614
1033398,8558980,1156856
1033443,2395646,3035555
1033580,7848597,2661264
1033652,7086400,8712889
1033703,7204602,8165041
1033718,7125821,5177800
1033725,975291,7030144
1033759,6700409,4350882
1033912,3990156,7807816
1033927,7212238,4446553
1033962,6553043,8835671
1034039,2770066,1862265
1034050,4194229,6910524
1034136,7211404,1567369
1034172,2575411,1645007
1034204,8652365,4832963
1034409,6821550,7210998
1034666,617062,4795323
1034680,2049167,7210546
1034761,103423,1550288
1034845,225021,7210090
1035006,3168486,202641
1035078,7209822,7209821
1035228,7755704,7588316
1035247,7188164,5198101
1035321,7209410,7593548
1035367,782092,782090
1035379,8827171,7137796
1035383,7209267,1216904
1035410,6110097,5552936
1035719,8190624,8190627
1035805,4379872,7208493
1035861,7968463,972112
1035874,5070206,5070210
1035931,2141401,4747436
1036002,6774218,7720730
1036005,7208253,5051848
1036244,8557585,6978444
1036380,5741751,569363
1036385,379471,7427481
1036542,4722773,4722770
1036627,175418,6215193
1036656,5565831,1698522
1036675,7735635,2129461
1036782,7206753,5343086
1036784,5788049,4664877
1036800,3141179,4504415
1036999,5161913,8069173
1037033,8373945,8373944
1037104,4829281,7641750
1037116,4004884,8544042
1037188,3859672,6155422
1037250,6294635,6294636
1037302,2480349,2480351
1037341,1609555,2425454
1037373,7170272,7205911
1037407,4300641,6528669
1037662,4385383,7390861
1037686,7948019,7948023
1037689,2012683,1027279
1037722,5521318,7205412
1037781,3453739,6849824
1037817,7140791,2177740
1037826,5070677,7523711
1037872,5849905,1482132
1037881,8587499,7935579
1038161,7204740,2258008
1038184,92440,7204655
1038527,508191,7204209
1038592,592800,7528063
1038678,3945137,6015526
1038685,3660605,2980454
1038719,7761888,7966455
1038724,4458344,4458336
1038755,2468219,8207325
1038830,6041567,691520
1038849,2700796,8056219
1038871,6656123,5618692
1038879,200590,8230425
1039002,1370454,8784487
1039052,4841437,4174692
1039195,2700195,2383101
1039298,1825353,7491138
1039346,7150259,7842366
1039361,8820208,7198007
1039495,5985337,4356507
1039521,1500493,1675196
1039586,7721048,7721047
1039728,2779762,8028483
1039746,7523924,6730126
1040022,3694190,74981
1040030,7202098,7202099
1040038,3607510,3727184
1040064,2493652,2493648
1040082,6777201,4821869
1040088,1095805,4677423
1040099,7201618,6783730
1040238,6547992,5565556
1040312,4261300,6505423
1040353,7974492,4032759
1040409,339586,7200946
1040461,7545237,7864218
1040507,2332635,1621657
1040532,6565255,5445092
1040684,1071261,530033
1040694,3002502,4234235
1040703,1377501,1359041
1040793,7200385,7138991
1040848,2919424,3263689
1040959,7200217,2728087
1041043,22212,3774400
1041050,7952240,6031458
1041146,7951482,6416615
1041159,2014095,1320576
1041226,518317,7199838
1041473,858692,7724404
1041520,7119835,8186818
1041703,7531376,3218784
1041714,4512781,6430482
1041753,7836019,2704261
1041924,7938161,7199089
1041948,3015288,7668032
1041951,4051026,8096366
1042099,7315033,7044678
1042158,7198653,3807524
1042364,4112726,191929
1042426,7198141,7198144
1042488,7920033,2330487
1042507,4730413,5630868
1042626,3797610,4434209
1042676,7893016,7893015
1042752,1020597,2376066
1042800,2910034,8357667
1042978,8385041,7841202
1043064,7197436,7197437
1043337,491635,7888919
1043413,3359710,6177225
1043545,7170079,462379
1043568,6072735,6326251
1043587,7872003,7872001
1043658,5734698,435645
1043702,8608496,8218787
1043815,4777136,5176551
1043914,5229620,1368683
1043955,1335996,5945517
1043969,2191319,2352778
1043995,4009044,7196259
1044041,7828625,2182996
1044244,6751559,6751567
1044249,6244496,8742600
1044755,8599354,1636742
1044809,3740238,558787
1045071,6203070,4661368
1045072,7296579,4350678
1045135,4326489,7194533
1045203,7754574,7754572
1045208,536158,844593
1045227,7194252,4664646
1045229,7448942,3562672
1045347,2193366,8793194
1045374,2658537,7601056
1045494,7193571,8131036
1045527,7193474,2990205
1045540,6675939,3078165
1045554,3768881,3803342
1045567,7193368,3356926
1045709,8083315,841102
1045717,1619591,8238699
1045826,4567424,7161333
1045853,7192790,7699897
1045855,160269,4644582
1046042,6669931,4281435
1046047,1978693,7245471
1046093,7192366,6128107
1046161,8408124,1480327
1046384,8112107,1296978
1046387,4355670,4355671
1046463,6415179,1847625
1046475,4763258,5645082
1046520,5314253,486581
1046567,4857120,5361941
1046569,1950219,2118381
1046648,1808714,7779916
1046736,5522962,2170264
1046750,6180972,6478280
1046931,3317386,2902573
1046952,3219280,4434610
1046969,4037731,4037733
1047010,654799,4343403
1047012,2144104,2955028
1047088,6870554,5436238
1047138,7190276,4324576
1047152,2191405,6110116
1047160,2297227,6072097
1047162,3413621,313246
1047269,6314136,3914788
1047365,4640836,1335235
1047386,7189774,7189767
1047548,7140008,1707900
1047556,5292012,4223980
1047592,7927455,5147200
1047599,5158141,2354488
1047625,4056088,5506354
1047629,7445562,3159732
1047642,7189248,7189250
1047662,72161,925519
1047700,5239899,3116670
1047702,4091876,3011402
1047708,2015819,7295705
1047738,1489994,5350075
1047794,6911852,5727761
1047833,6515909,5349409
1047843,7009060,2526193
1047854,3582672,3692205
1047913,7188499,8615709
1047917,8542834,5439600
1047987,7188335,8383933
1048185,7188028,7188025
1048281,3751158,484456
1048282,7187824,7187826
1048303,736725,8747244
1048359,5378738,7479452
1048361,3969410,1076749
1048363,3151560,7187642
1048377,1758876,1758879
1048381,1256164,6256079
1048565,7816764,4231771
1055921,3981131,4953591
1063607,6969525,6969532
1080229,7721015,7562417
1080968,6599925,1410864
1081321,8756064,7027430
1082377,7146130,3635949
1082701,8146886,7143619
1083293,7138841,7138846
1083642,7968209,4322485
1083686,6945588,8663481
1083704,8381446,8479047
1083839,3943280,4816374
1083926,8080719,522888
1083952,7132769,7132765
1083997,7132370,1585422
1084905,5648243,7123940
1085035,4885112,3279002
1085697,6670326,714991
1085888,2768136,8203741
1086391,2908688,6916152
1086477,7109833,3450544
1086933,1110157,184121
1087001,5251881,3259476
1087532,8076734,7694293
1087589,4283924,1916608
1087735,6521674,1036815
1087915,1547011,1958005
1088043,7096464,4603464
1088153,7095568,905361
1088347,6897626,3418512
1088947,1037403,6763247
1089670,6286532,4884000
1090291,3832602,8008625
1090311,986706,8673456
1090358,6435512,2907615
1090377,8001367,7571896
1090399,3019187,3573481
1090413,384764,5515572
1090537,879803,3117624
1090550,7988403,7083491
1090558,97175,5120618
1090596,3348378,3909631
1090727,5123905,7513623
1090730,77498,1201373
1090789,3148667,4102622
1090796,7968817,7969020
1090887,4095472,365739
1090915,5354837,5781295
1091080,7944739,5175898
1091082,1392799,7384360
1091158,3707401,1750316
1091189,489474,1636548
1091206,7933346,8444599
1091269,6728433,7927820
1091384,4907568,4907573
1091461,1188019,591373
1091633,6321124,6445791
1091692,6900756,6900751
1091706,6981337,4161455
1091850,7879759,3725553
1091973,7870707,6573085
1092029,5761113,6484240
1092422,8046331,379852
1092441,2471312,4472738
1092450,7181351,8122440
1092517,7823629,3952765
1094395,1732479,3617518
1097885,633737,6568562
1097939,6102651,7426957
1098806,8387983,1504138
1099077,7288774,7436975
1099105,1463706,2172595
1099495,4776015,7249984
1099726,5552327,5552325
1099746,7229202,2667142
1099803,3729425,7225506
1099823,7221128,8148464
1099831,1732815,3275444
1101531,6135726,1001396
